model,forecast_date,target_date,h,mean,actual,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
CDC CovidHub Ensemble,2021-04-03,2021-04-24,3,5617.0,5034,4426.0,6704.0,3618.0,7702.0,3057.0,8006.0,2645.0,8922.0
CDC CovidHub Ensemble,2021-04-03,2021-05-01,4,5412.0,4869,4459.0,6770.0,3315.0,8379.0,2755.0,8942.0,2318.0,10109.0
CDC CovidHub Ensemble,2021-04-10,2021-04-17,1,5807.0,5028,5327.0,6602.0,4534.0,7239.0,3928.0,7677.0,3571.0,8054.0
CDC CovidHub Ensemble,2021-04-10,2021-04-24,2,5828.0,5034,5138.0,6828.0,4181.0,7545.0,3571.0,8152.0,3234.0,8764.0
CDC CovidHub Ensemble,2021-04-10,2021-05-01,3,5707.0,4869,4909.0,7197.0,3789.0,8479.0,3152.0,9060.0,2764.0,9545.0
CDC CovidHub Ensemble,2021-04-10,2021-05-08,4,6043.0,4660,4897.0,7635.0,3830.0,9035.0,2999.0,9872.0,2541.0,10545.0
CDC CovidHub Ensemble,2021-04-17,2021-04-24,1,5232.0,5034,4596.0,5961.0,4225.0,6623.0,3838.0,7058.0,3631.0,7283.0
CDC CovidHub Ensemble,2021-04-17,2021-05-01,2,5347.0,4869,4504.0,6151.0,3932.0,6950.0,3417.0,7503.0,3192.0,8070.0
CDC CovidHub Ensemble,2021-04-17,2021-05-08,3,5325.0,4660,4447.0,6521.0,3270.0,7544.0,2866.0,8163.0,2597.0,8643.0
CDC CovidHub Ensemble,2021-04-17,2021-05-15,4,5209.0,4013,4036.0,6704.0,2813.0,7831.0,2462.0,8327.0,2072.0,8838.0
CDC CovidHub Ensemble,2021-04-24,2021-05-01,1,4708.0,4869,4206.0,5324.0,3678.0,5938.0,3428.0,6183.0,3223.0,6401.0
CDC CovidHub Ensemble,2021-04-24,2021-05-08,2,4510.0,4660,3795.0,5138.0,3270.0,5712.0,3034.0,6102.0,2791.0,6423.0
CDC CovidHub Ensemble,2021-04-24,2021-05-15,3,4331.0,4013,3466.0,5080.0,2722.0,5727.0,2429.0,6244.0,2233.0,6645.0
CDC CovidHub Ensemble,2021-04-24,2021-05-22,4,4014.0,3877,3038.0,5080.0,2297.0,6020.0,1996.0,6188.0,1873.0,6613.0
CDC CovidHub Ensemble,2021-05-01,2021-05-08,1,4418.0,4660,3843.0,4989.0,3347.0,5361.0,3043.0,5652.0,2846.0,5878.0
CDC CovidHub Ensemble,2021-05-01,2021-05-15,2,4035.0,4013,3430.0,4617.0,2847.0,5035.0,2537.0,5405.0,2225.0,5743.0
CDC CovidHub Ensemble,2021-05-01,2021-05-22,3,3852.0,3877,3035.0,4427.0,2212.0,5056.0,1900.0,5537.0,1667.0,5812.0
CDC CovidHub Ensemble,2021-05-01,2021-05-29,4,3420.0,4480,2567.0,4109.0,1968.0,4742.0,1613.0,5297.0,1359.0,5474.0
CDC CovidHub Ensemble,2021-05-08,2021-05-15,1,4357.0,4013,3833.0,4842.0,3364.0,5300.0,3092.0,5571.0,2857.0,5834.0
CDC CovidHub Ensemble,2021-05-08,2021-05-22,2,3988.0,3877,3498.0,4618.0,2899.0,5103.0,2583.0,5518.0,2315.0,5799.0
CDC CovidHub Ensemble,2021-05-08,2021-05-29,3,3483.0,4480,3029.0,4308.0,2374.0,4890.0,2144.0,5247.0,1736.0,5634.0
CDC CovidHub Ensemble,2021-05-08,2021-06-05,4,3366.0,3267,2716.0,4147.0,2048.0,4696.0,1678.0,5069.0,1533.0,5482.0
CDC CovidHub Ensemble,2021-05-15,2021-05-22,1,3742.0,3877,3406.0,4197.0,2995.0,4410.0,2739.0,4598.0,2609.0,4872.0
CDC CovidHub Ensemble,2021-05-15,2021-05-29,2,3250.0,4480,2794.0,3901.0,2617.0,4308.0,2314.0,4622.0,2046.0,4840.0
CDC CovidHub Ensemble,2021-05-15,2021-06-05,3,3003.0,3267,2372.0,3663.0,2085.0,4110.0,1805.0,4500.0,1616.0,4666.0
CDC CovidHub Ensemble,2021-05-15,2021-06-12,4,2667.0,2455,1963.0,3390.0,1639.0,3808.0,1429.0,4181.0,1199.0,4585.0
CDC CovidHub Ensemble,2021-05-22,2021-05-29,1,3227.0,4480,2928.0,3684.0,2612.0,4152.0,2443.0,4355.0,2184.0,4550.0
CDC CovidHub Ensemble,2021-05-22,2021-06-05,2,2888.0,3267,2424.0,3364.0,2100.0,3845.0,1923.0,4130.0,1718.0,4319.0
CDC CovidHub Ensemble,2021-05-22,2021-06-12,3,2528.0,2455,1997.0,3051.0,1652.0,3472.0,1445.0,3890.0,1278.0,4144.0
CDC CovidHub Ensemble,2021-05-22,2021-06-19,4,2290.0,2072,1587.0,2864.0,1266.0,3336.0,1054.0,3799.0,928.0,3964.0
CDC CovidHub Ensemble,2021-05-29,2021-06-05,1,3457.0,3267,2818.0,3946.0,2541.0,4449.0,2260.0,4667.0,2058.0,4767.0
CDC CovidHub Ensemble,2021-05-29,2021-06-12,2,3114.0,2455,2492.0,3666.0,1947.0,4223.0,1765.0,4549.0,1588.0,4718.0
CDC CovidHub Ensemble,2021-05-29,2021-06-19,3,2629.0,2072,2003.0,3348.0,1624.0,3982.0,1373.0,4442.0,1186.0,4762.0
CDC CovidHub Ensemble,2021-05-29,2021-06-26,4,2356.0,2100,1856.0,3209.0,1245.0,4137.0,1023.0,4428.0,831.0,4830.0
CDC CovidHub Ensemble,2021-06-05,2021-06-12,1,2615.0,2455,2290.0,2991.0,1999.0,3374.0,1808.0,3570.0,1597.0,3710.0
CDC CovidHub Ensemble,2021-06-05,2021-06-19,2,2317.0,2072,1843.0,3037.0,1537.0,3393.0,1409.0,3811.0,1284.0,4078.0
CDC CovidHub Ensemble,2021-06-05,2021-06-26,3,1966.0,2100,1475.0,2832.0,1261.0,3248.0,1072.0,3608.0,943.0,3925.0
CDC CovidHub Ensemble,2021-06-05,2021-07-03,4,1703.0,1667,1194.0,2712.0,962.0,3229.0,761.0,3647.0,667.0,3954.0
CDC CovidHub Ensemble,2021-06-12,2021-06-19,1,2338.0,2072,2017.0,2828.0,1729.0,3061.0,1590.0,3267.0,1442.0,3431.0
CDC CovidHub Ensemble,2021-06-12,2021-06-26,2,2085.0,2100,1660.0,2624.0,1359.0,3062.0,1238.0,3246.0,1115.0,3392.0
CDC CovidHub Ensemble,2021-06-12,2021-07-03,3,1891.0,1667,1379.0,2530.0,1109.0,3027.0,994.0,3345.0,870.0,3630.0
CDC CovidHub Ensemble,2021-06-12,2021-07-10,4,1752.0,1583,1147.0,2404.0,871.0,3037.0,737.0,3341.0,642.0,3600.0
CDC CovidHub Ensemble,2021-06-19,2021-06-26,1,1820.0,2100,1507.0,2182.0,1357.0,2418.0,1165.0,2544.0,1054.0,2607.0
CDC CovidHub Ensemble,2021-06-19,2021-07-03,2,1569.0,1667,1324.0,2059.0,1105.0,2349.0,983.0,2452.0,860.0,2704.0
CDC CovidHub Ensemble,2021-06-19,2021-07-10,3,1467.0,1583,1128.0,1970.0,917.0,2211.0,790.0,2512.0,682.0,2744.0
CDC CovidHub Ensemble,2021-06-19,2021-07-17,4,1236.0,1909,949.0,2006.0,727.0,2293.0,604.0,2518.0,536.0,2932.0
CDC CovidHub Ensemble,2021-06-26,2021-07-03,1,1833.0,1667,1502.0,2128.0,1302.0,2371.0,1140.0,2486.0,1017.0,2613.0
CDC CovidHub Ensemble,2021-06-26,2021-07-10,2,1672.0,1583,1319.0,2025.0,1117.0,2210.0,993.0,2358.0,885.0,2495.0
CDC CovidHub Ensemble,2021-06-26,2021-07-17,3,1581.0,1909,1175.0,1983.0,915.0,2263.0,767.0,2586.0,657.0,2866.0
CDC CovidHub Ensemble,2021-06-26,2021-07-24,4,1495.0,1921,1085.0,1921.0,769.0,2323.0,640.0,2627.0,566.0,2909.0
CDC CovidHub Ensemble,2021-07-03,2021-07-10,1,1563.0,1583,1383.0,1798.0,1235.0,2033.0,1158.0,2171.0,1062.0,2290.0
CDC CovidHub Ensemble,2021-07-03,2021-07-17,2,1575.0,1909,1330.0,1832.0,1063.0,2063.0,928.0,2208.0,830.0,2361.0
CDC CovidHub Ensemble,2021-07-03,2021-07-24,3,1518.0,1921,1307.0,1917.0,984.0,2303.0,872.0,2477.0,720.0,2634.0
CDC CovidHub Ensemble,2021-07-03,2021-07-31,4,1473.0,2570,1340.0,1932.0,1076.0,2437.0,864.0,2662.0,698.0,2864.0
CDC CovidHub Ensemble,2021-07-10,2021-07-17,1,1616.0,1909,1380.0,1817.0,1194.0,2071.0,1022.0,2250.0,933.0,2344.0
CDC CovidHub Ensemble,2021-07-10,2021-07-24,2,1617.0,1921,1379.0,1944.0,1219.0,2400.0,988.0,2603.0,907.0,2855.0
CDC CovidHub Ensemble,2021-07-10,2021-07-31,3,1694.0,2570,1444.0,2215.0,1161.0,2612.0,1069.0,3003.0,864.0,3184.0
CDC CovidHub Ensemble,2021-07-10,2021-08-07,4,1733.0,3671,1391.0,2437.0,1131.0,3005.0,899.0,3355.0,760.0,3915.0
CDC CovidHub Ensemble,2021-07-17,2021-07-24,1,1955.0,1921,1634.0,2343.0,1473.0,2663.0,1329.0,2831.0,1204.0,3001.0
CDC CovidHub Ensemble,2021-07-17,2021-07-31,2,2146.0,2570,1770.0,2733.0,1570.0,3120.0,1348.0,3308.0,1234.0,3437.0
CDC CovidHub Ensemble,2021-07-17,2021-08-07,3,2496.0,3671,1917.0,3081.0,1607.0,3639.0,1434.0,3875.0,1247.0,4060.0
CDC CovidHub Ensemble,2021-07-17,2021-08-14,4,2804.0,4664,1896.0,3815.0,1565.0,4662.0,1368.0,5008.0,1213.0,5345.0
CDC CovidHub Ensemble,2021-07-24,2021-07-31,1,2193.0,2570,1933.0,2555.0,1688.0,2947.0,1495.0,3161.0,1422.0,3345.0
CDC CovidHub Ensemble,2021-07-24,2021-08-07,2,2576.0,3671,2139.0,3070.0,1796.0,3657.0,1636.0,3984.0,1526.0,4190.0
CDC CovidHub Ensemble,2021-07-24,2021-08-14,3,3119.0,4664,2212.0,3847.0,1982.0,4570.0,1689.0,5113.0,1594.0,5551.0
CDC CovidHub Ensemble,2021-07-24,2021-08-21,4,3657.0,7305,2520.0,4307.0,2087.0,5806.0,1868.0,6220.0,1825.0,6883.0
CDC CovidHub Ensemble,2021-07-31,2021-08-07,1,2737.0,3671,2327.0,3303.0,2126.0,3883.0,2034.0,4171.0,1907.0,4298.0
CDC CovidHub Ensemble,2021-07-31,2021-08-14,2,3266.0,4664,2646.0,3856.0,2317.0,4800.0,2088.0,5281.0,1860.0,5675.0
CDC CovidHub Ensemble,2021-07-31,2021-08-21,3,3892.0,7305,3156.0,4698.0,2582.0,5806.0,2275.0,6473.0,2039.0,7153.0
CDC CovidHub Ensemble,2021-07-31,2021-08-28,4,4356.0,9164,3660.0,5671.0,2689.0,6933.0,2464.0,7961.0,2253.0,9101.0
CDC CovidHub Ensemble,2021-08-07,2021-08-14,1,3863.0,4664,3359.0,4553.0,3052.0,5325.0,2838.0,5676.0,2721.0,5933.0
CDC CovidHub Ensemble,2021-08-07,2021-08-21,2,4884.0,7305,4023.0,5989.0,3429.0,7095.0,3219.0,7576.0,2789.0,8391.0
CDC CovidHub Ensemble,2021-08-07,2021-08-28,3,5994.0,9164,4809.0,7333.0,3662.0,8668.0,3376.0,9211.0,2986.0,10186.0
CDC CovidHub Ensemble,2021-08-07,2021-09-04,4,7099.0,11181,5528.0,8942.0,3795.0,10726.0,3366.0,11715.0,3284.0,12644.0
CDC CovidHub Ensemble,2021-08-14,2021-08-21,1,5405.0,7305,4681.0,6351.0,4198.0,7011.0,3809.0,7406.0,3595.0,7832.0
CDC CovidHub Ensemble,2021-08-14,2021-08-28,2,6399.0,9164,5263.0,7663.0,4196.0,8738.0,3745.0,9382.0,3618.0,9721.0
CDC CovidHub Ensemble,2021-08-14,2021-09-04,3,7408.0,11181,5944.0,8872.0,4555.0,10190.0,3992.0,10939.0,3657.0,11549.0
CDC CovidHub Ensemble,2021-08-14,2021-09-11,4,8083.0,11963,6368.0,10095.0,4916.0,11836.0,4097.0,12635.0,3252.0,13495.0
CDC CovidHub Ensemble,2021-08-21,2021-08-28,1,7478.0,9164,6492.0,8488.0,5666.0,9211.0,5389.0,9875.0,5045.0,10465.0
CDC CovidHub Ensemble,2021-08-21,2021-09-04,2,9469.0,11181,7831.0,10245.0,6139.0,11023.0,5580.0,11972.0,5025.0,12795.0
CDC CovidHub Ensemble,2021-08-21,2021-09-11,3,9991.0,11963,8428.0,11496.0,6480.0,12316.0,5745.0,13465.0,4926.0,14473.0
CDC CovidHub Ensemble,2021-08-21,2021-09-18,4,11210.0,14144,9315.0,13105.0,6881.0,14745.0,5896.0,16267.0,5057.0,17744.0
CDC CovidHub Ensemble,2021-08-28,2021-09-04,1,9860.0,11181,8829.0,10833.0,7748.0,11417.0,6950.0,12089.0,6513.0,12728.0
CDC CovidHub Ensemble,2021-08-28,2021-09-11,2,11270.0,11963,9470.0,12509.0,8141.0,13528.0,7503.0,14371.0,6463.0,14999.0
CDC CovidHub Ensemble,2021-08-28,2021-09-18,3,11866.0,14144,10095.0,13587.0,8280.0,15128.0,6888.0,15849.0,6061.0,16726.0
CDC CovidHub Ensemble,2021-08-28,2021-09-25,4,11445.0,14492,9364.0,14045.0,7625.0,16228.0,6383.0,17304.0,5817.0,18596.0
CDC CovidHub Ensemble,2021-09-04,2021-09-11,1,11546.0,11963,10344.0,12291.0,8946.0,12971.0,8500.0,13511.0,8265.0,14443.0
CDC CovidHub Ensemble,2021-09-04,2021-09-18,2,11909.0,14144,10379.0,13028.0,9517.0,14059.0,9237.0,15131.0,8724.0,15930.0
CDC CovidHub Ensemble,2021-09-04,2021-09-25,3,12252.0,14492,11244.0,13986.0,9415.0,15047.0,8715.0,16203.0,7836.0,16849.0
CDC CovidHub Ensemble,2021-09-04,2021-10-02,4,12443.0,13835,11165.0,15094.0,8214.0,16144.0,7486.0,16759.0,6906.0,18039.0
CDC CovidHub Ensemble,2021-09-11,2021-09-18,1,11384.0,14144,10575.0,12315.0,9268.0,13404.0,8542.0,14098.0,8085.0,14755.0
CDC CovidHub Ensemble,2021-09-11,2021-09-25,2,11602.0,14492,10566.0,12842.0,8615.0,14151.0,8321.0,15030.0,7705.0,15707.0
CDC CovidHub Ensemble,2021-09-11,2021-10-02,3,11483.0,13835,9699.0,13077.0,8023.0,14935.0,6916.0,15043.0,6184.0,16469.0
CDC CovidHub Ensemble,2021-09-11,2021-10-09,4,11304.0,11747,9140.0,12936.0,7411.0,15337.0,6407.0,16548.0,5583.0,17359.0
CDC CovidHub Ensemble,2021-09-18,2021-09-25,1,13201.0,14492,12165.0,14161.0,10872.0,15223.0,10241.0,15699.0,9130.0,16233.0
CDC CovidHub Ensemble,2021-09-18,2021-10-02,2,13064.0,13835,11277.0,14193.0,10516.0,15538.0,9521.0,16176.0,8625.0,16740.0
CDC CovidHub Ensemble,2021-09-18,2021-10-09,3,12807.0,11747,10569.0,14319.0,8934.0,16479.0,8324.0,18105.0,7303.0,18813.0
CDC CovidHub Ensemble,2021-09-18,2021-10-16,4,12463.0,11752,10212.0,14471.0,8295.0,15692.0,7219.0,16648.0,6266.0,17996.0
CDC CovidHub Ensemble,2021-09-25,2021-10-02,1,13393.0,13835,11731.0,14744.0,10483.0,15529.0,10050.0,16475.0,9372.0,17140.0
CDC CovidHub Ensemble,2021-09-25,2021-10-09,2,13139.0,11747,10916.0,14900.0,9419.0,15742.0,8680.0,16962.0,8292.0,17579.0
CDC CovidHub Ensemble,2021-09-25,2021-10-16,3,12289.0,11752,10096.0,14204.0,8204.0,15502.0,7582.0,16761.0,7037.0,17478.0
CDC CovidHub Ensemble,2021-09-25,2021-10-23,4,10965.0,11836,9245.0,13112.0,7178.0,15754.0,5896.0,17116.0,5299.0,18544.0
CDC CovidHub Ensemble,2021-10-02,2021-10-09,1,11999.0,11747,11157.0,13041.0,9972.0,14410.0,9225.0,15111.0,8610.0,15638.0
CDC CovidHub Ensemble,2021-10-02,2021-10-16,2,10940.0,11752,10000.0,12645.0,9047.0,14109.0,8401.0,15061.0,7993.0,15507.0
CDC CovidHub Ensemble,2021-10-02,2021-10-23,3,9971.0,11836,8638.0,11397.0,7563.0,13577.0,7081.0,14617.0,6596.0,15369.0
CDC CovidHub Ensemble,2021-10-02,2021-10-30,4,8774.0,9393,7522.0,10434.0,6235.0,12649.0,5547.0,14121.0,5089.0,15096.0
CDC CovidHub Ensemble,2021-10-09,2021-10-16,1,10399.0,11752,9771.0,11923.0,8748.0,12711.0,7950.0,13809.0,7427.0,14169.0
CDC CovidHub Ensemble,2021-10-09,2021-10-23,2,9399.0,11836,8572.0,10729.0,7810.0,12344.0,6952.0,13417.0,6256.0,14328.0
CDC CovidHub Ensemble,2021-10-09,2021-10-30,3,8437.0,9393,7361.0,9717.0,6490.0,11611.0,5853.0,12512.0,5246.0,13555.0
CDC CovidHub Ensemble,2021-10-09,2021-11-06,4,7400.0,8630,5987.0,9664.0,4874.0,11314.0,4311.0,12296.0,3853.0,13103.0
CDC CovidHub Ensemble,2021-10-16,2021-10-23,1,9551.0,11836,8448.0,10693.0,7429.0,11851.0,6996.0,12409.0,6728.0,13228.0
CDC CovidHub Ensemble,2021-10-16,2021-10-30,2,8800.0,9393,7351.0,10035.0,6750.0,11132.0,6031.0,11968.0,5506.0,12651.0
CDC CovidHub Ensemble,2021-10-16,2021-11-06,3,7710.0,8630,6265.0,9169.0,5224.0,10379.0,4680.0,11082.0,4326.0,12352.0
CDC CovidHub Ensemble,2021-10-16,2021-11-13,4,6698.0,8523,5542.0,8418.0,4525.0,9927.0,3907.0,10827.0,3598.0,12278.0
CDC CovidHub Ensemble,2021-10-23,2021-10-30,1,9797.0,9393,8401.0,10602.0,7520.0,11072.0,7276.0,11515.0,6619.0,11978.0
CDC CovidHub Ensemble,2021-10-23,2021-11-06,2,8813.0,8630,7365.0,9629.0,6498.0,10490.0,6314.0,11004.0,6039.0,11174.0
CDC CovidHub Ensemble,2021-10-23,2021-11-13,3,7357.0,8523,6341.0,8974.0,5868.0,9810.0,5292.0,10305.0,4927.0,10743.0
CDC CovidHub Ensemble,2021-10-23,2021-11-20,4,6439.0,8056,5720.0,8085.0,5035.0,9418.0,4091.0,10438.0,3774.0,11374.0
CDC CovidHub Ensemble,2021-10-30,2021-11-06,1,8277.0,8630,7383.0,9333.0,6577.0,10296.0,6085.0,10521.0,5812.0,11321.0
CDC CovidHub Ensemble,2021-10-30,2021-11-13,2,7695.0,8523,6742.0,8890.0,5655.0,9584.0,5186.0,9900.0,4725.0,10331.0
CDC CovidHub Ensemble,2021-10-30,2021-11-20,3,6971.0,8056,6061.0,8451.0,5111.0,9448.0,4646.0,9913.0,4042.0,11064.0
CDC CovidHub Ensemble,2021-10-30,2021-11-27,4,6537.0,5760,5409.0,7987.0,4509.0,9430.0,3797.0,10032.0,3240.0,11256.0
CDC CovidHub Ensemble,2021-11-06,2021-11-13,1,7558.0,8523,6701.0,8563.0,5980.0,9504.0,5623.0,10124.0,5168.0,10667.0
CDC CovidHub Ensemble,2021-11-06,2021-11-20,2,7095.0,8056,6156.0,7967.0,5437.0,8741.0,4808.0,9263.0,4519.0,9920.0
CDC CovidHub Ensemble,2021-11-06,2021-11-27,3,6667.0,5760,5686.0,8155.0,4868.0,9662.0,4244.0,10784.0,3778.0,11582.0
CDC CovidHub Ensemble,2021-11-06,2021-12-04,4,6387.0,12076,5184.0,7767.0,4253.0,9026.0,3525.0,9784.0,3118.0,10614.0
CDC CovidHub Ensemble,2021-11-13,2021-11-20,1,7346.0,8056,6645.0,8166.0,5814.0,8739.0,5478.0,9347.0,4870.0,9964.0
CDC CovidHub Ensemble,2021-11-13,2021-11-27,2,6985.0,5760,6173.0,8074.0,5373.0,9282.0,4806.0,10004.0,4341.0,10631.0
CDC CovidHub Ensemble,2021-11-13,2021-12-04,3,6944.0,12076,5917.0,7928.0,4716.0,9170.0,4093.0,10341.0,3623.0,11125.0
CDC CovidHub Ensemble,2021-11-13,2021-12-11,4,6756.0,9100,5568.0,7803.0,4254.0,9343.0,3763.0,10434.0,3255.0,11511.0
CDC CovidHub Ensemble,2021-11-20,2021-11-27,1,7441.0,5760,6804.0,8271.0,5936.0,9257.0,5479.0,9747.0,5135.0,10133.0
CDC CovidHub Ensemble,2021-11-20,2021-12-04,2,7564.0,12076,6624.0,8272.0,5827.0,9710.0,5336.0,10171.0,4654.0,10720.0
CDC CovidHub Ensemble,2021-11-20,2021-12-11,3,7409.0,9100,6541.0,8556.0,5534.0,10037.0,4970.0,11019.0,4525.0,11718.0
CDC CovidHub Ensemble,2021-11-20,2021-12-18,4,7744.0,9315,6633.0,9602.0,5650.0,11210.0,4968.0,12286.0,4371.0,13079.0
CDC CovidHub Ensemble,2021-11-27,2021-12-04,1,6696.0,12076,5601.0,7248.0,4922.0,8140.0,4415.0,8480.0,3813.0,8861.0
CDC CovidHub Ensemble,2021-11-27,2021-12-11,2,6917.0,9100,5374.0,7418.0,4206.0,8962.0,3834.0,9396.0,3400.0,10324.0
CDC CovidHub Ensemble,2021-11-27,2021-12-18,3,7071.0,9315,5493.0,7708.0,4368.0,9114.0,3504.0,10204.0,3005.0,11354.0
CDC CovidHub Ensemble,2021-11-27,2021-12-25,4,6869.0,10301,5456.0,8124.0,4014.0,9607.0,3299.0,11281.0,2388.0,12159.0
CDC CovidHub Ensemble,2021-12-04,2021-12-11,1,8249.0,9100,7137.0,9410.0,6447.0,10590.0,5988.0,11435.0,5654.0,12459.0
CDC CovidHub Ensemble,2021-12-04,2021-12-18,2,8269.0,9315,7194.0,10069.0,6283.0,11702.0,5471.0,12395.0,4962.0,13070.0
CDC CovidHub Ensemble,2021-12-04,2021-12-25,3,8721.0,10301,7184.0,10245.0,6094.0,12301.0,5167.0,13146.0,4612.0,14000.0
CDC CovidHub Ensemble,2021-12-04,2022-01-01,4,9064.0,9474,7793.0,10302.0,6013.0,12773.0,5335.0,14707.0,4840.0,16398.0
CDC CovidHub Ensemble,2021-12-11,2021-12-18,1,8877.0,9315,8103.0,9903.0,6809.0,11122.0,6348.0,11866.0,5864.0,12497.0
CDC CovidHub Ensemble,2021-12-11,2021-12-25,2,9249.0,10301,8338.0,10722.0,6702.0,12024.0,5951.0,13034.0,5535.0,14091.0
CDC CovidHub Ensemble,2021-12-11,2022-01-01,3,9999.0,9474,8648.0,11558.0,7410.0,13469.0,6504.0,14478.0,5619.0,15437.0
CDC CovidHub Ensemble,2021-12-11,2022-01-08,4,10307.0,12320,9253.0,12192.0,7048.0,14283.0,5389.0,15506.0,4310.0,17173.0
CDC CovidHub Ensemble,2021-12-18,2021-12-25,1,9123.0,10301,8082.0,10163.0,6885.0,11418.0,6453.0,12095.0,5906.0,13188.0
CDC CovidHub Ensemble,2021-12-18,2022-01-01,2,9985.0,9474,8738.0,11397.0,7305.0,13050.0,6566.0,13666.0,5792.0,14553.0
CDC CovidHub Ensemble,2021-12-18,2022-01-08,3,10693.0,12320,9256.0,12657.0,6814.0,14305.0,6311.0,15047.0,5822.0,15866.0
CDC CovidHub Ensemble,2021-12-18,2022-01-15,4,11147.0,14405,8793.0,13105.0,6421.0,14958.0,5511.0,16053.0,5195.0,17002.0
CDC CovidHub Ensemble,2021-12-25,2022-01-01,1,10170.0,9474,9240.0,10794.0,8057.0,12434.0,7241.0,13140.0,6794.0,14029.0
CDC CovidHub Ensemble,2021-12-25,2022-01-08,2,9982.0,12320,8852.0,11954.0,7707.0,12890.0,7528.0,14295.0,5949.0,15884.0
CDC CovidHub Ensemble,2021-12-25,2022-01-15,3,11172.0,14405,10384.0,13165.0,8233.0,14322.0,7100.0,15833.0,6274.0,17753.0
CDC CovidHub Ensemble,2021-12-25,2022-01-22,4,12676.0,15367,10937.0,16206.0,9500.0,18121.0,7752.0,20103.0,7155.0,20737.0
CDC CovidHub Ensemble,2022-01-01,2022-01-08,1,9310.0,12320,8296.0,11897.0,7483.0,14191.0,7026.0,14553.0,6461.0,15307.0
CDC CovidHub Ensemble,2022-01-01,2022-01-15,2,10591.0,14405,9048.0,14026.0,7360.0,15845.0,7019.0,19327.0,6188.0,21660.0
CDC CovidHub Ensemble,2022-01-01,2022-01-22,3,11433.0,15367,9170.0,15465.0,7741.0,18593.0,6744.0,20023.0,6020.0,21434.0
CDC CovidHub Ensemble,2022-01-01,2022-01-29,4,12510.0,17854,10247.0,16194.0,7197.0,20264.0,7148.0,23703.0,7145.0,24290.0
CDC CovidHub Ensemble,2022-01-08,2022-01-15,1,10993.0,14405,9385.0,13278.0,8390.0,14430.0,7945.0,15573.0,7473.0,16503.0
CDC CovidHub Ensemble,2022-01-08,2022-01-22,2,12490.0,15367,10265.0,15934.0,8347.0,17037.0,7757.0,18894.0,7417.0,20770.0
CDC CovidHub Ensemble,2022-01-08,2022-01-29,3,12095.0,17854,10607.0,16296.0,8889.0,19371.0,7942.0,22838.0,7191.0,24542.0
CDC CovidHub Ensemble,2022-01-08,2022-02-05,4,12315.0,17586,10086.0,16587.0,8262.0,19801.0,7208.0,23118.0,6841.0,25028.0
CDC CovidHub Ensemble,2022-01-15,2022-01-22,1,13956.0,15367,11701.0,16573.0,10406.0,19202.0,9766.0,20832.0,8907.0,21642.0
CDC CovidHub Ensemble,2022-01-15,2022-01-29,2,14066.0,17854,11578.0,17208.0,10661.0,20325.0,10112.0,21742.0,9636.0,22430.0
CDC CovidHub Ensemble,2022-01-15,2022-02-05,3,14993.0,17586,12651.0,17659.0,9879.0,20573.0,9322.0,22777.0,8839.0,23319.0
CDC CovidHub Ensemble,2022-01-15,2022-02-12,4,14538.0,16458,11750.0,19405.0,10092.0,22893.0,9003.0,23526.0,8513.0,23776.0
CDC CovidHub Ensemble,2022-01-22,2022-01-29,1,15176.0,17854,13623.0,16780.0,12830.0,17785.0,12236.0,18569.0,11280.0,19430.0
CDC CovidHub Ensemble,2022-01-22,2022-02-05,2,15971.0,17586,14237.0,17726.0,12511.0,20263.0,11921.0,21770.0,11025.0,22962.0
CDC CovidHub Ensemble,2022-01-22,2022-02-12,3,15261.0,16458,13418.0,17911.0,12086.0,20868.0,10572.0,21534.0,10079.0,22931.0
CDC CovidHub Ensemble,2022-01-22,2022-02-19,4,15235.0,15678,12855.0,18377.0,10625.0,20506.0,10106.0,22659.0,7708.0,24009.0
CDC CovidHub Ensemble,2022-01-29,2022-02-05,1,16787.0,17586,14746.0,18349.0,12351.0,20292.0,11504.0,20823.0,10840.0,22068.0
CDC CovidHub Ensemble,2022-01-29,2022-02-12,2,16922.0,16458,14325.0,18497.0,11168.0,19951.0,10207.0,21287.0,9421.0,23034.0
CDC CovidHub Ensemble,2022-01-29,2022-02-19,3,15697.0,15678,13638.0,17619.0,10872.0,19748.0,9351.0,22030.0,8211.0,23221.0
CDC CovidHub Ensemble,2022-01-29,2022-02-26,4,13693.0,12415,11282.0,15037.0,9406.0,17090.0,8735.0,17843.0,7362.0,19121.0
CDC CovidHub Ensemble,2022-02-05,2022-02-12,1,15946.0,16458,13905.0,17118.0,12785.0,18935.0,12155.0,20070.0,11288.0,20892.0
CDC CovidHub Ensemble,2022-02-05,2022-02-19,2,14549.0,15678,13003.0,16360.0,11277.0,18037.0,10232.0,19349.0,8717.0,20574.0
CDC CovidHub Ensemble,2022-02-05,2022-02-26,3,13102.0,12415,11568.0,14551.0,9122.0,16327.0,6969.0,18589.0,6234.0,20150.0
CDC CovidHub Ensemble,2022-02-05,2022-03-05,4,11708.0,9976,9765.0,13819.0,7316.0,16044.0,6299.0,17201.0,4703.0,18942.0
CDC CovidHub Ensemble,2022-02-12,2022-02-19,1,15356.0,15678,13638.0,16809.0,12307.0,18040.0,11759.0,18651.0,10602.0,19115.0
